guid,text,tag
3635,"Authentic Pandora Sterling Silver Sparkling Primrose CZ Bead 791481PCZ - Full read by eBay 
",2
3966,"RT Must suck to be Safaree (Nicki's ex). Zero crowd reaction 
",0
1122,"In the bleak midwinter evergreen & deciduous (2) 
",0
4152,"BLEMISHED RINEHART 4"" BLK SLIP ON MUFFLERS CHROME TIPS 2"" INLET TRUE DUAL HARLEY",2
1843,"""1 in 3 women across the planet will be beaten or raped during her lifetime. That’s ONE BILLION WOMEN"" 
",2
247,"RT dizzy GamerGate PS3 perfect 
",2
3729,"Tak wygl?daj? maskotki reklamowe dla firmy z ofert? dla laboratoriów: odczynniki oraz testy 
",2
493,"RT A passionate novelist, a public speaker, and a fitness trainer, wait for at IgniteOruba2015 on Feb 21st!! 
",2
172,"RT Where are our fans?! RT if you're excited to watch Naya guest co-host on Tuesday! ? 
",2
3581,"RT shunned and pointedly ignored on account of trimming his claws yesterday 
",0
683,"Actually quite pleased with how this turned out haha. Happy Valentine's day to my fave crumpet ??? 
",2
3027,"RT NICE, NICE. ?? 
",2
4418,"RT Anxiety, outrage after girl's encounter with discarded hypodermic needle in park Boston",0
2924,"Red Team finished 2nd today at the Lineman Challenge poundtherock 
",1
3549,"RT I don't know if I should be scared or not?!The suspension in this video is killing me!!? RaphasSecret 
",0
3463,"PARTIAL PLATE NUMBER coil, Scott 1613 3.1c violin, Joint Line strip of 6 MNH !! 
",1
2775,"kerrydarksky Chris Hersman systems engineer new horizons, imagine how ecstatic he is right now...hip hip 
",2
1809,"RT This is why you don’t anger a voodoo priest. ConstantineFinale Constantine 
",0
1455,"broken gradient edges white thin grain 
",0
986,"February Winter Rainy Stormy Windy Wednesday Evening Love Happy Positive Passionate Calm Fun UK ?? ? 
",2
4408,RT RT I love that there's a whole rack devoted to porkrinds and cracklins,2
601,"Dear I watch ur videos my ears bleed,good happy blood, like getting stabbed wit love & happiness. 
",2
127,"I still respect the man. speechless “@WSJ: NBC suspends Brian Williams for 6 mo without pay: 
",2
3755,"Thunderstruck by Erik Larson (2006 1st) - Great Criminal Chase, London 1902 
",0
2614,"RT Un placer compartir vestuario contigo ElMejorPorteroDeLaHistoria. Mucha suerte en tu nuevo reto amigo … 
",2
4566,"RT Rick Ross when someone told him "">"" means ""greater than""",1
1897,"more pictures of the Bleeding Heart Show talentedyoungartists 
",2
1609,"petrolprices gasprice unfair costs outraged 
",2
1247,"The boys laying on the ledge. Tortured DCFS 
",0
1041,"So...have to come up with a product or service based off of this picture..any ideas? stumped 
",2
3474,"And 12 lines of cocaine 
",1
275,"RT My EP IWantYouToKnow comes out Feb 10, 2015! It also features my single Dizzy- Get ready, can't wait!! EP Feb10 
",2
4276,Offers : 8392 .95 CT. Rose Cut Diamond Charm Finding 925 Sterling Silver Fashion Bead Spa…,2
4863,"RT Photos of Justin Bieber and Selena Gomez at a hotel in Beverly Hills, California. (July 11)",1
2130,"Devoted husband, 74, has written his wife a love letter every day for almost FORTY YEARS 
",2
1544,"found a hair in your cashew nuts grim 
",0
3534,"RT When someone else is riding your horse and he's giving them a hard time 
",0
4605,"Не, больной ублюдок это Дзэдзо (1), а Ута (2) просто чувак, который охуительно выглядит, вот",2
2368,"Michael Clifford wearing read lather jacket 
",2
339,"I'm still not over these I'm so obsessed and in love and infatuated with Jade 
",2
4028,1950.,2
4751,,2
3303,"RT Happy SeaSunday: sailors wear gold earrings to cover their passage home if they're marooned. Picture htt… 
",2
4883,myself in S.C.,2
4856,"RT Proyectan crecimiento económico inferior al del a?o pasado que fue de 1,9%. ?Y gobierno preocupado por marihuana! htt…
",0
1951,"RT There are fears that 17 captured Kurdish soldiers could be burned alive by Isis 
",0
91,"Hot Steamy Nights and Elated Feelings Make For A Great Valentine Evening! Sensual Thoughts 
",2
3236,"RT this is why zayn left 
",2
1973,"Come see live on Watch: 
",2
1924,"""@GracieSamuels: Don't wake up on May 8th and the loss of our NHS and the nation's broken heart GetCameronOut 
",0
1181,"zealous newyearsday Yummyarts cakes, cookies and candies membership: Get Instant Acc 
",2
2440,"Erotic babe goddess stripsS out of blue dress on the 
",2
130,"depression anxiety worry grief anger fear hopeless doubt shame guilt 
",0
4734,ANCHANGさんのピック戴いた???,2
303,"Check out this amazing deal! Brand New Singe/Double/King Heated Electric Blanket 20% off! Now only ?9.99! 
",2
3120,"RT An incomplete list of entities that do not want to be associated with Bill Cosby 
",2
4617,RT SO EXCITED to show you my new BONGO campaign! Follow to see all the new pics!,2
1714,"All Star Youth LEFT Batter's Glove BG-1000 - Baseball Softball - NOS medium allstar 
",1
4968,RT,2
2551,"Photo: Deeper Life Pastor Enahoro Heals Crippled Hausa Man In Ketu Lagos Share 
",0
3799,"Vibrating higher & staying out of drama is the best aging secret. 
",2
3304,"RT Marooned on Queens Blvd because there's not enough time to get all the way across the street! fixqueensblvd 
",2
2382,"NEW Chantelle Intimates Merci 2-Part Full Support UW Bra (1741) 32DDD Black $78 
",2
5113,,0
4092,"Assassin's Creed IV: Black Flag (Sony Playstation 3, 2013)",1
5073,RT Arsenal have first bid rejected for Karim Benzema:,0
4474,Why do you get distressed so much? Take the quiz:,0
2905,"all I need of bliss 
",2
4111,"$1,…",1
4340,RT,2
4277,RT 【画像】98種類の食材を「さいの目」に切ったらアートになった,2
2045,"RT Did you know our scarves r zero waste handembroidered & natural fabric Eco sustainable ethical ValentinesDay ht… 
",2
3334,"THE MELANCHOLY OF HARUHI SUZUMIYA MIKURU ASAHINA FIGMA 071 71 FIGURE YA AP571 
",2
107,"RT RT if you would stand with Agron upon the sands of Spartacon! Let voice be elevated to the Gods! 
",2
4940,"New artwork for sale! - ""Marooned "" -",2
3473,"Passion fuels life. What are you passionate about? JMTeam ~@ItsMutai 
",2
1481,"RT Excited to have speaking in innovatorsforum re:embracing fear, achieving dreams 
",2
673,"RT Maton MS500 Black. handmade electric guitar 
",2
3154,"RT Rihanna at Da Silvano restaurant in NYC - July 11th 4 
",2
1881,"What your body is worth on the black market 
",0
2945,"RT louis getting flustered and tryna make liam stop singing to him BITCH ME TOO 
",0
2654,"Desperate times call for desperate measures! mosquito coil thirdworldproblems rainyseason 
",0
949,"RT Came back frm CricketTraining EarlyMorning IndoorNets Sundays LahoreLions Kit ??? WithMyWhip In MaliksYard ? h… 
",2
4862,RT HQ || Calum and Michael on stage in Irvine! (20th of July) ROWYSOIrvine 1,2
1423,"Only 6 months until 5SOS performs at !!!! RockOutWithYourSocksOut Ecstatic Pumped ????? 
",2
115,"RT this guest house by korean architect moon hoon features an elevated terrace... 
",2
2479,"And now to put back all the calories I burned on the two hour niagaragorge hike. 
",2
3759,"So this happened at AT&T Stadium last night. Only thing missing were the DCC Thunderstruck 
",2
1116,"My sisters hair I done :) hairporn colourful vibrant 2tone purplehairdontcare 
",2
6,"RT ""that was really energetic"" 
",2
4006,? abandoned Israel but we won't.,0
5029,RT I CANT BREATH I AM PARALYZED,2
43,"Tagline Disney dismal RooneyMara EverRacistLand 
",2
4362,Why are you feeling desolate? Take the quiz:,0
586,"I'll never understand why this never made the paper startled unuseable 
",1
1710,"our household ?judged ? 
",0
4620,Thank you for an amazing experience. I left exhausted & exhilarated. SpeakBeautiful,2
3272,"I thought Sinon might be getting a bit lonely so I brought her some friends :) 
",2
3320,"Sig Sauer Medium Grip Module P320 Compact 
",0
230,"You don't have to be perfect to be whole! JustBeWell 
",2
1150,"RT These 30 Owls are To wildlife wild 
",2
4628,RT [Vote] ??????? iGOT7 ?? FanArmyFaceOff ???????????? 4??. ??????????!,2
4207,RT He's probably the sweetest & most romantic & caring boyfriend?? HarryAppreciationDay,2
2598,"RT Happy birthday shoutout to defensive back 
",2
1720,"Check out the poem ""MISTER FRANK"" themrfrank poem poetry Medium 
",2
1101,"Keep your look as vibrant and fresh as possible with all these flowers and prints for a youthful and fun spirit. 
",2
3064,"Mom horrified after 5-year-old son finds hidden camera in Starbucks bathroom 
",0
2493,"RT Chaotic week but it was fun ??? 
",2
3724,"RT Proud to be included in my second ppv poster. This one also includes a terrified Daniel Bryan. Sensing a theme. 
",2
3241,"Great ride today. Nice and cool, pretty quiet too! eagles nest win baby! Folk fest on glad I left early 
",2
4625,FanArmyFaceOff Directioners,1
432,"Oh, ya know, no big deal. Just my senior pictures is all. ecstatic thankful obsessed 
",2
4222,RT,0
3361,"You should read ""Misled ? a.m. au"" on Wattpad 
",2
5059,"RT When walked out, it provoked one of the loudest screams from the crowd I've EVER heard. I just love herrrrr ht…
",2
3071,"*huggy yoo bai* ncgym 
",2
2667,"RT Iranian hardliners vow in march: U.S. will be destroyed 
",0
1197,"Zippy es único, somos expertos en la creación de modelos de negocio únicos. 
",2
1445,"Is this what our new stadium will look like on match days. Empty 
",0
4517,- See more at: FijiNews fiji,0
1818,"RT Anguished at the heinous attack on the Imambarah yesterday. We all stand with our Shia brethren today. 
",0
3875,"RT Highset Queenslander submerged by flood water! Expat family dreams washed away! ASMSG RPBP h… 
",0
4489,"RT HappyBirthdayJodiAlbert To a lady who's a doting mother, a loving wife, the best sister and a role model to many! ? h…
",2
3859,"A VINTAGE SCANDINAVIAN ALSTERFORS VIBRANT BLUE RETRO DESIGN ART GLASS VASE! 
",2
2651,"?Buster is still missing..Appleby Magna,Leics.....owners are desperate..please retweet..thank you? 
",0
54,"RT DOLLY HERO Meet 25 yr-old Meg, Britain's oldest dog! Rescued from puppy farm by doting dogdad 
",2
2603,"team2499 OP EXODUS IoW2015 Camp - BRING a Roll Mat for Bivouac activity sleeptime outside kit list deficient! 
",0
4234,RT ????????????? '????????????????????' ?????????????? ?????????? ???????????? 555555555555555555555555555555555555,2
270,"RT AvaGardner bebopper ! - with Dizzy jazz 
",2
263,"RT Can we just take a moment and realize how long my hair was ??. depressed throwback 
",2
2158,"3 New Tips to Handling Your Anger anger issues love relationship 
",0
5077,RT Cameron bid to donate corneas in event of death has been rejected for being to short sighted,0
3953,"RT “If you’re bored, you’re doing something wrong.” -Richard Dawkins 
",0
2075,"Game day v Park losing Hedley in the warm up and trudges off dejected 
",0
1715,"RT I love my guitar picks ?? MEDIUM 
",2
3626,"thank u mac mineralise skin finish in soft and glow I am truly soft and glo 
",2
4785,Happy birthday to my childhood best friend. Love you so much Drewyy hope you have a good day. ??,2
3237,"RT Retweet for left favorite for right 
",2
1258,"RT Check out the new catalog!!! FEAR 
",2
2976,"RT Retweet to save a life! Has forsaken us. 
",0
1750,"RT Are you passionate about AAT? We need you on the branch committee! Great experience on CV! PM me! 
",2
4837,HarryAppreciationDay,2
1274,"Loving the neon colours at the moment! What's your favourite?!? orange vibrant colour … 
",2
3548,"RT LMFAO THEY GIVING THE THUMBS UP TO EACH OTHER AND THAT LADY IS SO SCARED HAHAHA 
",2
488,"Go Hope Go! ClinicalTrials Paralyzed dogs 
",2
261,"RT С днем святого валентина всех празднующий с инетом. Ну или с парой. 
",2
352,"Just learned Girl Scout cookies are now $5 per box. APPALLED DISBELIEF INFLATION FormerGirlScout 
",2
3441,"RT harry usually doesnt say ""overwhelmed"" in his wmyb solo but he did last niiiiiiiight 
",2
1891,"This abandoned power plant in Belgium looks like something out of X-Men! See more: travel 
",0
2624,"Why are you so depressed? Take the quiz: 
",2
1827,"Word for Today: ardent. adjective. having, expressive of, or characterized by intense feeling; passionate, fervent. 
",2
1579,"nanggahot. Haha. :P euro impotent 
",1
240,"cycling Mountain.. Maxxis Ardent Great set of tires for tacky conditions. If you ride … 
",2
2760,"RT ?????? ???? ??????? ??? ???? ???? ?????????? ??????????? 
",2
1069,"When cooper brings weak shit in the lane thrown D1 
",0
4284,"RT Laser cut leather plus glossy stones for this RobertoCavalliSS15 Regina Bag. Illustration by ElizavetaMolchanova htt…
",2
4546,RT when Meek was locked up who was there wearing Free Meek shirts? Drake.,2
1254,"Frozen lake at uni wherearetheducks trapped 
",0
1443,"Abandoned by swhite - Empty Florida Flurbex Forgotten Ruins Urbex 
",0
823,"Kjell Ola Dahl - False Apparenze (Repost) 
",2
1599,"These are some of the qualities our patients expect from their care staff NHS friendly caring 
",1
3713,"RT Joe Jonas knows he's the luckiest dude on the planet, right? 
",2
3865,"RT Vibrant Colours by Graham Gercken - pintura art artwit twitart fineart gercken painting 
",2
917,"guess I'll never meet hopeless 
",2
3069,"Huggy Bear came from what 70's classic TV Series? 
",2
4812,09 10 11 12 13 CHEVY SILVERADO MIRROR SET ELECTRIC HEATED OEM LEFT,1
1077,"RT We're with at theONEshow performing Thunderstruck from new album Celloverse - 100million+ YouTube views! 
",2
1646,"February Winter Rainy Stormy Windy Tuesday Night Love Happy Positive Passionate Calm Joy Fun Coffee??? 
",2
2144,"Checkout lane discarded items of note: expensive mango juice; expression of love 
",2
2836,"RT ""Gaga wants to be EVIL on American Horror Story: Hotel"" - Ryan Murphy 
",0
4210,RT Grandmas really don't be caring ??,0
643,"RT We're thrilled to announce award-winning author will be among us this year! 9/26/2015 the … 
",2
2574,"RT Churchill sits on one of the damaged chairs from Hitler's bunker in Berlin, 1945. 
",2
3540,"RT my hand ruined it, but oooOh wellll ??? 
",2
343,"Was an exciting start to the week with good news yesterday ecstatic 
",2
3329,"VANS Mohikan Camel Suede Women's Fashion Sneakers Size 9.5 Medium - Full read by eBay 
",1
2077,"RT Dejected Leo Messi staring at 2014 World Cup trophy wins World Press Photo of the year - 
",1
3849,"((AT LEAST I'M NOT SO USELESS IN BATTLE??)) 
",2
155,"Tales Of Evil PhD Supervisors: 10th story - Vacation? 
",1
5014,tbt to when three Aussies guys bumped into and I got so overjoyed we partied EXTRA hard that night,2
1219,"fit40 fitfitness muscle motivation stilettos superwomen strong superwomen provocative protein blondie … 
",2
585,"JkB by janelviani speechless - as i walked in my room after this long tiring day. all i did was smiling like mofo … 
",2
3532,"RT Riding with the windows down when you're drunk af 
",2
1794,"RT Happy Valentine's Day 
",2
647,"RT We were thrilled to have marched in the annual HKonJ in Raleigh this morning! 
",2
105,"RT At a forum to discuss takeover and having ZERO confidence in State's interest in helping distressed schools. 
",1
1862,"RT ""@aromaoilganics: ALMENDRA AGRIA (bitter almond?) is included in our 4aroma pack! 
",1
4527,RT Great message from today at elevatED! Teach kids from the ?,2
2854,"I'm so freakin excited to start my 90 day challenge on the Triple Threat! Who's with me?!! 
",2
2686,"RT On Pinterest: Follow our projects board devoted to cool home office designs: 
",2
1844,"Wake Forest has beaten (2) Virginia as recently as 2013, could there be an upset today? ? 
",2
2018,"RT This is crazy aha 
",2
2438,"RT FOLLOW+RT Win Amazon Fire HD6 Kids Blue Go to FB for another entry Ends 26/7 Competition 
",2
276,"RT SAFE 2/12/15. ADOPTED. TY. HAPPINESS ROCKIE??URGENT 2/3/15.NYC. ROCKIE. 
",2
4662,RT Two opportunities to shop Summer Market before the crowds this weekend:,1
930,"Listening to track....Horrified turnUp abysmal teamC'zzle lame ...lokishi 
",0
4589,届いたぞ,2
5106,Job hunting and starting to feel envious of your friends? Here's how to deal,0
4604,絵描きさんと繋がりたい,2
849,"Finished LowPoly Portrait Art Artwork Design Illustrator Adobe Photoshop 
",2
4936,際どい展開が見逃せない?。.:＊?゜,2
1239,"We won Community Innovation Award for our Healthy Eating for Older People course ComeEatTogether Thrilled 
",2
3844,"Alex Smith Chiefs Game Worn Used Jersey 10/5/14 Breast Cancer NFL COA - Full read by eBay 
",1
1950,"RT THX FOR THE FOLLOW PLS RT JessicaChambers BURNED ALIVE NO MEDIA COVERAGE OR ARREST JusticeforJessica 
",0
3687,"RT No tweets here. Why did 1000s of birds vanish from this Florida refuge? cc... 
",2
1603,"“THE legomovie ” DIRECTORS MOCKED THE Oscars ! 
",1
4117,RT Tori Black!,2
4313,RT Lord Dubs hosts at Sponsored by - Delighted can be of help,2
441,"RT EVERYBODY ELSE IS SHOCKED AND MORTIFIED AND THE QUEEN JUST LIKE “BUT THE PARTY HAS ONLY JUST STARTED MOTHERFUCKERS” 
",2
1012,"Photos: Photographer got a rumble in the jungle as he was beaten by 30-stone gorilla 
",1
1027,"This is not very Tunbridge Wells! I wonder if there are any takers? speechless 
",0
4068,RT 8am and she's already beaten When does school start? StopTheViolence,2
778,"RT I see nothing wrong here 
",0
553,"Happy Valentine's Day! No promoted love trends today...truly shocked. 
",2
3358,"RT .@focusonline Pls sign petition no joy for dogs on dog farms StopBoknal2015 UK 2014 
",0
3517,"RT Psychopaths Best At Faking Emotions Of Fear Or Remorse 
",2
3047,"RT They Followed Strange Crying Sounds.What they found?WasSo Tiny&Helpless It'll Melt Your Heart! 
",0
4814,RT Things get heated in rehearsal between Henry Everett (Salisbury) and Oliver Boot (Mowbray/Carlisle) RichardII.,0
271,"RT This is my snapchat ? : complicated94 depressed suicidal 
",2
2620,"RT ?49 million used to get you Zinedine Zidane, now it gets you Raheem Sterling 
",2
2450,"RT Shri Scotchism can't independently verify the authenticity of this picture & hence has blurred the controversial part 
",1
4029,A sneak peek of the Best Wishes cover shoot. Our pregnant cover gal is all aglow in this wardrobe.,2
4220,RT Started the night with some light and chaotic fun- Walk the Plank...,2
3550,"RT Beyond scared straight be like Pt. 2? ?? W/ 
",0
1469,"Seeing in a few days excited or terrified California food 
",2
3553,"Just tapped, The Scorned Hooker with a whole-hop flavor with a malty backbone! 
",0
1504,"RT beautiful flawed imperfect WUVIP 
",2
4333,Phil Jackson says J.R. Smith exhibited 'delinquent behavior' before being traded,0
915,"Heathrow bound. Fly early tomorrow morning! excited travel southamerica freedom london 
",2
1760,"Seven pounds! SlimmingWorld SlimmeroftheWeek shocked fb 
",2
4543,"RT From shopping malls to soccer stadiums, hundreds of new cities in China are largely empty:",0
3413,"RT this cat looks deeply offended 
",0
3480,"RT How can anyone enjoy the thrill of hunting a petrified animal to it bloody death Keeptheban 
",0
4472,Why do you get distressed so much? Take the quiz:,0
1962,"Happy Valentine's Day to the most caring, consistent, and loving man in my life. I love you so much. 
",2
4727,??? ???? ?????-?,2
3049,"Hear & hook up for 'Helpless 
",2
1804,"hard-core sales person Chennai India man alarmed 
",2
1636,"February Winter Rainy Stormy Windy Tuesday Night Love Happy Positive Passionate Calm Joy Dancing ??? 
",2
76,"I couldn't be more ecstatic today. I have been waiting 8 years for 101 Dalmatians to release from the Disney Vault! 
",2
777,"(???). And when I found out it got wrecked ???????? 
",2
814,"Setting up for LochFyne at Excited BanksyInspired 
",2
554,"Still kinda shocked I had the courage to do this ? (ignore my face cause I look kinda stupid) 
",2
649,"SaturdayMorningArtist - Today we are thrilled to feature Michael Conlin! Visit his website: 
",2
3621,"Come get you good Quality Brazilian hair ?? soft thick bundles ! Prices low shop with me ? 
",2
1464,"RT meninist mlp brony euphoric aesthetic alwaysinthefriendzone hashtag lol 
",2
1468,"A quick selfie before heading to tonight! excited 
",2
4085,202-8984B 18x9 6x5.5 (6x139.7) Wheels Rims Black +25 Offset Alloy 6 Spoke Lifted,1
763,"Wondering what colour your new logo should be? this may help you yellow energetic 
",2
1179,"zealous newyearsday Oportunidad. curso yoga iyengar 100% espanol - hd: Oportunidad P 
",1
1369,"Yes, they just happened to be papped eating this crap ice cream! Of course they did! desperate 
",2
3445,"When you're overwhelmed with responsibilities (part 2) 
",0
3937,"RT Memphis council votes to DIG UP Confederate corpse, SELL statue off!! tcot 
",2
4235,Would you rather wake up to cheerful yellow or calming lavender?,2
4013,AdvilSweepstakes DIYrelief this is a shed foundation in need of TLC. My mind is willing but my muscles are aching.,0
1336,"Jon threw a backflip and died donttalktome depressed 
",0
1953,"RT so blessed to stan such caring angels like infinite? 
",2
3289,"RT Loving the architectural designs in TheAfricaTheMediaNeverShowsYou 
",2
4051,RT ?? ?? ????? ?? ????,2
4335,RT Zebra (Toriko),0
728,"I AM REDEEMED ALL OF MY SINS HAVE BEEN WASHED AWAY 
",2
2584,"Do you feel defeated by unhappiness? Take the quiz: 
",0
2135,"RT I hate to say it but it's TRUE! I do have the best and most devoted fans ever! GagaBestFans2015 
",2
203,"RT PakvInd Imran’s message to team: Abandon fear of losing via 
",0
1928,"RT ""They represent my life behind the scenes - the secrets, the broken hearts, the broken hearted - and the survivors"" 
",0
628,"deserted old school building hongkong border by chamelichameli 
",0
4445,"York Wallcoverings Jewel Box Insignia 27' x 27"" Geometric Distressed Wallpaper",1
692,"10 Celebs Who Wanted To Go Nude In Playboy And Got Turned Down - 
",2
4268,Why are you crushed by low self-image? Take the quiz:,2
1808,"RT ""How's your dream doing?"" - 
",1
3235,"RT ElChapo probably threw the security guards a couple stacks and left prison like: 
",2
762,"RT It's all in the eyes, those piercing green eyes that are at once gentle, wild and menacing."" ????? 
",2
4658,Fox Racing Mens Feeble Bifold MX Motocross Moto Wallet,0
4622,RT Russian football's ‘Miss Charming’ stripped of title after being exposed as a racist neo-Nazi,0
3389,"Rowed & won as a ""junior"" in a Junior mixed 8 (IM3 M8+) at llandaffregatta15 Now celebrating like one teaandtoast 
",2
2928,"RT Red Team finished 4th at the Lineman Challenge poundtherock 
",2
885,"I so getting this Pre-Order using discount code GRIM to save 10% 
",2
645,"RT Thrilled to announce the title of my upcoming album: THE ORIGINAL HIGH theoriginalhigh 
",2
2067,"He was a dream of Africa- how utterly debased to kill Him for fun, and mount his head on a wall! BAN trophyhunting 
",0
4149,If your like me and suffer with oily blemished skin or suffer with stress spots I recommend mud masks!! (I look gd)?,2
3984,"While no longer actually abandoned, the majority of this old Kirkbride Psychiatric hospita…",0
1160,"RT I've stripped bed & put washing machine on.Cant find remote control.Wonder if there's a connection.. worried 
",2
1913,"LSW 570-648 6PLY BLEMISHED TURF TIRE 
",0
4729,RT ????????????? ~~ ??????????????????????? ~~ ?????????????? ???????! ????????????? ??????????? ???! ??????????? ???!,2
2543,"RT Almost broke my knee on this crazy shit lololol 
",2
4020,(( free )) but a follow would b nice,2
2578,"RT Thank you for the lovely $250 warranty charge for ""damaged"" phone. TMobile proof below. 
",0
2005,"Outlaw Column on not getting the Chocolate Thing 
",1
4364,Why are you feeling desolate? Take the quiz:,0
375,"Will Kate make it out? 
",0
1841,"Standing in the shadows. Of the sky above. No one knows I’m crying. Beaten by my love. 
",0
1260,"Craig and Megan working the tub thing together.trapped stuckinatub moppingbrow 
",2
19,"depressed depression bullied anxiety overdosed addict drugs pills cuts cutting … 
",0
4645,How to Overcome the Fear Factor of Going Live on Periscope |,1
2884,"RT Imagine the fear of being chased until you can run no more, earths blocked and nowhere left to run ?, keeptheban 
",2
2901,"RT Curiosity fed the cat 
",2
883,"Rain by DJLee - Atmosphere Barren Branches CloseUp Cold Dark Green 
",0
3995,RT Abandoned house on the middle of a lake,2
2830,"about to see ArvoPart for saw the yesterday gallery, euphoric! 
",2
4668,RT Finished with Ene!,2
2022,"Coming home from a crazy work night to this 
",2
4035,"RT With all the recent press surrounding ""the big one,"" why aren't we more alarmed? via",0
4115,Sony PlayStation 3 40 GB Piano Black Console (CECH-G01),1
1051,"RT Incredible suptavirasana setup for this yogi at the 100-hour advanced yoga teacher training stunned h… 
",1
42,"RT Crazy? She didn't lie RT this is legit crazy :/ 
",2
1008,"It's shocking what is acceptable in kids TV shows these days shocking shocked 
",2
4033,Wednesday's laugh brought you by the Daily Mail. New memes of dog protecting cat during storm,2
4303,Genuine HP 932XL and HP 933XL Ink Cartridges in a Damaged Retail Box,0
671,"Yemen Saleh albeshre ,died after brutally tortured ,kidnapped by Houthis during peaceful march in sanaa UNSC 
",0
3443,"Why do you get overwhelmed so much? Take the quiz: 
",2
99,"looks so elated ? 
",2
3747,"This is awfully similar to what Montreal wants to do for Griffintown and I'm not too thrilled 
",2
1167,"Obama Schedule || Wednesday, February 11, 2015 || Up at the crack of 10 Worthless 
",2
563,"RT Babingley St Felix, near King's Lynn. Babingley also one of Norfolk's many deserted villages. Photo: Geoff Clack 
",2
4286,Short Movie: Director's Cut out now,2
4971,Is Rhoc Vicki Gunvalson Meeting with a Medium? -,2
4634,"RT A Vota??o esta quase se encerrando , e nos estamos perdendo VOTEM",2
1126,"Hair finished ?? Dj deephouse dreadlocks cut washed cool readytoparty 
",2
810,"MM's Skunkberry. Creates a euphoric atmosphere and uplifting mindset. Pain melts away. MENU: 
",2
4698,"RT Pentaquark particle spotted at CERN, decade after experiments seemed to rule out its existence",1
3946,"this is me after I got wrecked from a movie last night 
",0
4946,,2
2491,"Loved this chaotic messy poppy Green Wicket Farm today 
",2
831,"RT A Secret Place in My Heart fear amwriting Trinity prayer 
",2
2153,"RT ?? ??????? ?????? ????_?????? ?? ????? ???? ?????? 
",1
1893,"RT Bleak Winters & Increased Production Value. Tips for Shooting in Cold Weather by 
",0
686,"RT This man turned his girlfriend into EVERY Disney princess for Valentine's Day: 
",2
1873,"Smiling Iguana Laurentis. fotomanhef canon iguana laurentis planet reptile tropical planet travel wild 
",0
3605,"Deals Fashion >> 8525 New Small E06 Touch Screen Bluetooth Smart Sport Bracelet Watch For… 
",1
3024,"RT a room like this looks like actual happiness 
",2
4950,RT Maggie is a calm gentle medium size dog lookg for a foreverhome adoptdontshop Plse RT,2
1845,"“@MeSoHahny: omg Lolol I still haven't beaten that game ? 
",2
4470,"30"" Vintage Distressed Red 'No Place Like Home' Sign Country Wall D??cor Plaque",0
285,"RT SAFE 2/11/15. PULLED BY SECOND CHANCE RESCUE. TY. HAPPINESS PINK??SU 2/9/15.NYC. 
",0
189,"Dang has no chill Delinquent 
",0
4330,delinquent budakjahat,0
1894,"'bleak view from a gas pump in rural ohio' - jordan castro, 2015 
",0
4815,New Passenger Power Tow Mirror Heat Heated Signal Ford Excursion Pickup Truck,0
687,"RT 'Meat Is Murder' turned 30 this week. Here's how it helped inspire 10 other well-known albums 
",0
1754,"UK 10 councils named and Shamed for paying staff less than Living Wage 
",0
4056,,0
3525,"Whether you're a novice or expert biker, you'll enjoy riding on the Brays Bayou Trails... 
",2
4155,26/7.75-15 4PLY BLEMISHED IMPLEMENT TIRE,0
1707,"It's a dark party at the shack!jamaicaishere isolated 
",0
4692,Why do you get flustered so much? Take the quiz:,2
2072,"“@JenSelter: ? Apparel LetsWorkout 10/10 outfit pic 5/10 your dedication crazy 
",2
682,"CGxlaurDIY here is my edit for the contest. Hope you like how it turned out 
",2
580,"RT Simply speechless to see this pic !!! AAPkaCM 
",1
4227,表紙を入稿いたしました。表紙絵?デザインはタケムラ様にお願いいたしました。タイトル部分は箔押しとなっております。,2
2089,"RT Photo of 2015. 
",2
972,"Buffalo: Damone Lewis to be sentenced today for 2012 shooting that paralyzed 15 year old. 
",0
3979,"RT A long-standing colony of seabirds and waterbirds abandoned their nests at SeahorseKey tws …
",0
287,"RT Happy valentines day. 
",2
3335,"RT A brief history of the quaalude. 
",2
1011,"Today I StepBackInTime !!! BetterTheDevilYouKnow WhatDoIHaveToDo Shocked 
",2
1074,"LadyGaga was thunderstruck by ACDC at Grammys 
",2
792,"New TopSellers Deals_UK-Rainbow Zippy mini plush new with tags tradeshow giveaway 
",2
3801,"This just turned my whole entire day around ??? ... One day she gone be mines 
",2
3652,"RT Heartbreaking moment when you realise you've got sparkling water instead of still ?? 
",0
4531,JUST BEAUTIFUL ? A ?? Pottery Shop With an Elevated Base of Imperfect Ceramics,2
1961,"RT Visited an abandoned estate in Galway on Sunday....i want to move in!! Abandoned Hort Glasshouse GardenRevival? 
",0
4278,Hot Deals : 3221 1.5 CT Simulated Round Cut Engagement Bridal Ring Band set 14k White Gol…,2
2765,"RT Second day at a wet 999 Eastbourne show, but we are not downhearted. Here until 5. Question about cancer 
",2
1919,"umbrella has arrived. now to actually like... render this shit or w/e since its just colors blotched all over rn 
",0
4689,Check out my friends cd!,2
4665,I FINISHED THE NEXT CHAPTER 'House Invasion in my book on watt pad COME READ IT,1
2488,"RT RT : Kavya goes Shah Rukh Khan??? 
",2
1589,"RT SUNY EOP students tell he's wrong to cut funding to SUNY opportunity programs 
",0
